cardRef,state,brandCode,holderNameRaw,balanceTxt,currencyCode,internationalFlag,expiryTxt,cvvTxt,pinTxt,maxDailyTxTxt,maxTxAmountTxt,issuingCountryCode,notesRaw,providerCode,providerFeePctTxt,providerDailyLimitTxt,providerPriorityTxt,providerState,providerCountry,txKind,txAmountTxt,txRequestRef
VC-04695,B,04,USER 4695,"2324,98",BRL,N,03/35,991,2342,49,"1215,79",ES,Legacy note 4695,PAYPAL,2.71,4135,2,B,Portugal,P,"4908,72",61bd3e85-9148-4f17-8108-17e20d3d8b2d
VC-04696,A,04,USER 4696,"739,22",BRL,Y,07/28,372,2430,33,"4561,22",BR,Legacy note 4696,ADYEN,0.55,13984,2,A,USA,C,"6753,18",801073f6-1970-45d7-a21f-691226d23ea6
VC-04697,A,02,USER 4697,"7747,51",BRL,Y,01/31,412,5251,10,"3792,04",FR,Legacy note 4697,PAYPAL,4.93,16315,1,A,Brazil,T,"9239,91",4170f78c-b3fe-4b18-8968-2fd0a0a33172
VC-04698,B,05,USER 4698,"9587,00",USD,N,02/35,517,3300,46,"4105,22",PT,Legacy note 4698,STRIPE,0.73,2479,3,B,USA,P,"434,77",1176c6d0-845e-4ac7-a94b-e59f1774ab0a
VC-04699,B,04,USER 4699,"3443,06",BRL,Y,12/25,982,6040,5,"1045,71",BR,Legacy note 4699,ADYEN,3.70,17694,1,B,Portugal,P,"9163,24",df63a1bf-b9bf-4e03-b997-54096360eda6
VC-04700,B,01,USER 4700,"4402,32",USD,N,12/34,488,6428,32,"2211,22",BR,Legacy note 4700,SQUARE,4.30,14743,5,B,USA,P,"8440,88",1c97cd3a-e8a5-463a-8d15-0b12b11e47ea
VC-04701,A,04,USER 4701,"6447,32",BRL,Y,08/27,464,7070,12,"1610,57",FR,Legacy note 4701,STRIPE,1.61,12070,2,B,Spain,C,"5186,09",92e782ca-b447-4fe3-81ad-c968f3977cd8
VC-04702,A,02,USER 4702,"7500,25",USD,N,12/34,356,7400,48,"3963,38",BR,Legacy note 4702,SQUARE,1.66,8205,5,A,Spain,P,"4729,74",0965a08c-174e-4d8e-9918-8e10725c1f56
VC-04703,B,02,USER 4703,"4026,96",EUR,N,01/35,457,4952,41,"1735,59",FR,Legacy note 4703,STRIPE,3.98,4338,1,B,France,T,"1057,68",88fb38cf-a44b-42c2-874b-acec935079bd
VC-04704,B,04,USER 4704,"8297,81",USD,Y,12/25,511,6234,12,"4244,89",BR,Legacy note 4704,SQUARE,3.46,5267,3,B,USA,T,"7167,07",0a04783e-1164-4b13-ba95-c2a61e3ee7af
VC-04705,A,01,USER 4705,"2053,73",BRL,N,03/27,359,6858,32,"245,85",FR,Legacy note 4705,STRIPE,0.62,10729,5,A,USA,P,"7421,58",fab65fa1-a380-49ad-a4b9-48971f724d12
VC-04706,B,04,USER 4706,"9764,33",USD,Y,09/33,456,6460,45,"1799,80",BR,Legacy note 4706,SQUARE,1.57,6401,1,A,Spain,P,"3341,75",68283be2-7d0a-4b77-ab93-648fd61c8fec
VC-04707,A,01,USER 4707,"3868,32",EUR,N,08/30,602,4983,36,"3710,18",ES,Legacy note 4707,SQUARE,3.67,13122,3,A,Spain,C,"4124,60",527323d8-c155-442e-a0de-9551ffd9f734
VC-04708,B,05,USER 4708,"6232,71",USD,N,01/34,490,2458,23,"4771,19",PT,Legacy note 4708,SQUARE,1.71,13893,4,A,Spain,C,"1026,90",ec9bfaf9-392a-4283-89cd-193e3ecbc79f
VC-04709,B,04,USER 4709,"9809,90",EUR,N,12/32,582,1767,13,"1576,91",BR,Legacy note 4709,SQUARE,3.18,13329,1,B,USA,P,"2502,55",49878b3c-20fb-4859-be9b-d841c7f26693
VC-04710,B,04,USER 4710,"316,72",USD,N,01/31,415,3349,44,"4785,84",PT,Legacy note 4710,STRIPE,1.42,19357,5,B,Portugal,P,"5810,68",f2e97198-f6b1-445f-87ad-009913a14f23
VC-04711,A,05,USER 4711,"2480,10",BRL,Y,07/35,594,7604,46,"1467,41",FR,Legacy note 4711,STRIPE,2.56,10045,2,A,Spain,P,"9612,42",527fde78-6acc-4ed1-8f70-c18b9e627021
VC-04712,B,05,USER 4712,"8242,79",EUR,N,08/26,633,4018,9,"2427,43",BR,Legacy note 4712,STRIPE,0.82,18587,5,B,USA,C,"7054,97",1b0402a6-0aa5-4852-bb62-bcb7326e5eba
VC-04713,B,05,USER 4713,"6008,94",EUR,Y,10/28,894,8468,19,"1567,95",PT,Legacy note 4713,PAYPAL,4.69,3309,5,A,Brazil,C,"3805,69",7e2e5b1e-2f53-4757-9af9-ef26de5a701d
VC-04714,A,02,USER 4714,"345,58",USD,N,03/28,350,4585,50,"201,21",FR,Legacy note 4714,STRIPE,2.57,7470,3,A,France,C,"3520,18",4d2e6f4b-51fd-41d5-87c9-4563897f83c5
VC-04715,A,03,USER 4715,"8797,21",EUR,Y,09/27,894,7954,23,"1831,41",PT,Legacy note 4715,STRIPE,1.04,6261,1,B,Brazil,P,"5303,05",37d1e763-9650-4dfa-af19-f02ba2105154
VC-04716,B,04,USER 4716,"4257,40",BRL,N,05/26,204,1052,37,"580,44",FR,Legacy note 4716,STRIPE,1.83,17105,4,B,France,T,"9200,74",acb9ccad-9609-4b6a-89d4-5fb357d28cb2
VC-04717,A,02,USER 4717,"3644,31",USD,Y,03/31,301,8548,30,"3652,04",ES,Legacy note 4717,SQUARE,2.00,13420,1,A,Portugal,T,"6083,76",7a04a488-f3c1-40e2-9296-4360b7f76eb4
VC-04718,B,05,USER 4718,"6335,31",BRL,Y,10/27,815,1421,14,"1287,60",PT,Legacy note 4718,STRIPE,1.37,17731,3,A,Portugal,C,"5554,25",40fa685e-7dfa-4c53-a4cf-5a8bd1c9afbc
VC-04719,B,03,USER 4719,"5663,16",EUR,N,12/32,436,3714,25,"3127,54",ES,Legacy note 4719,ADYEN,4.32,18703,2,B,USA,T,"7056,25",d18a8cf7-c925-47b2-92a9-b373ca6a2d2b
VC-04720,B,01,USER 4720,"406,31",USD,N,06/27,300,8170,39,"1510,34",BR,Legacy note 4720,ADYEN,3.61,5867,4,A,Brazil,T,"878,38",fd614382-e20d-4790-8cd4-c3b3c1cf8e6e
VC-04721,A,04,USER 4721,"3177,89",USD,N,07/25,372,8499,35,"1479,41",ES,Legacy note 4721,ADYEN,4.81,15960,1,A,France,T,"7982,82",99df5b3c-183f-4d8e-af0a-1bf108d54e54
VC-04722,B,02,USER 4722,"1114,07",BRL,N,09/31,147,3058,30,"4923,37",ES,Legacy note 4722,PAYPAL,3.08,2225,5,A,France,P,"1907,61",be5a6109-2876-456d-ab73-3809a58eed47
VC-04723,A,05,USER 4723,"2292,58",EUR,Y,02/34,908,1252,2,"3676,17",FR,Legacy note 4723,PAYPAL,2.10,2402,4,B,France,C,"6800,17",6e344145-0cf3-4475-8bd5-b71af5a172e2
VC-04724,B,04,USER 4724,"5187,01",USD,Y,12/35,467,6189,28,"3453,88",BR,Legacy note 4724,SQUARE,3.00,15316,1,B,Portugal,T,"1656,74",51362836-ab23-4f83-98d0-83894699247f
VC-04725,A,01,USER 4725,"5430,78",BRL,N,04/31,809,6761,34,"2053,83",BR,Legacy note 4725,SQUARE,4.94,7810,5,A,Brazil,C,"1199,18",f15ed1da-5fd7-4c36-ab4f-0f1756d2a8bb
VC-04726,A,01,USER 4726,"8833,59",BRL,N,12/34,886,3060,33,"2447,00",US,Legacy note 4726,PAYPAL,3.36,5151,3,B,Portugal,P,"356,20",4ac10f41-9906-4f9e-b5c3-9baf2318c403
VC-04727,B,04,USER 4727,"1497,76",EUR,N,07/25,717,2164,37,"4761,46",FR,Legacy note 4727,STRIPE,1.77,12928,1,B,Brazil,C,"1281,69",bb86b367-72e0-4c3a-b644-c96d3015f508
VC-04728,B,04,USER 4728,"1194,84",BRL,Y,01/31,113,4330,29,"1977,55",ES,Legacy note 4728,PAYPAL,4.36,10798,1,B,USA,P,"7684,95",7ee85f63-396e-4c4f-9f78-a20be7da9984
VC-04729,A,02,USER 4729,"5924,35",USD,N,07/29,431,7564,27,"1218,15",PT,Legacy note 4729,ADYEN,0.76,17548,5,A,Portugal,P,"8957,53",4114bb36-f0f0-4c49-a88d-e9dfd927a94f
VC-04730,A,04,USER 4730,"782,74",EUR,N,06/27,901,1601,35,"4931,27",FR,Legacy note 4730,SQUARE,4.26,928,4,B,Brazil,C,"4617,78",05c6020b-8a14-4973-a1c9-015c5007cf72
VC-04731,A,03,USER 4731,"6697,65",EUR,Y,02/29,702,8590,20,"4576,69",FR,Legacy note 4731,STRIPE,3.82,17303,4,A,Brazil,P,"4203,35",ff362d1d-d9b8-455f-b1e1-57731219d667
VC-04732,A,01,USER 4732,"4144,64",EUR,N,10/34,433,5955,19,"2672,59",FR,Legacy note 4732,STRIPE,1.71,8731,2,B,Portugal,C,"3401,33",cfc63d29-f50b-454b-b2ee-1636978cf69d
VC-04733,B,05,USER 4733,"6989,28",USD,Y,01/32,700,9634,16,"3864,69",PT,Legacy note 4733,PAYPAL,4.31,15773,1,A,France,T,"4066,48",b9438889-2f79-4fd0-a709-915b974f8c2b
VC-04734,A,05,USER 4734,"1259,78",USD,N,08/35,791,5304,23,"1358,87",FR,Legacy note 4734,SQUARE,3.62,6840,3,B,Brazil,C,"4065,52",8ccbcdd7-aa39-4860-b93e-0023caaf928d
VC-04735,A,02,USER 4735,"8430,43",BRL,N,06/30,710,4896,11,"121,78",FR,Legacy note 4735,PAYPAL,2.22,13659,1,B,USA,C,"8854,44",026a400d-f906-41e9-9d3d-053d2052c723
VC-04736,B,04,USER 4736,"9395,03",EUR,N,07/35,157,6682,49,"4152,31",FR,Legacy note 4736,PAYPAL,3.60,16668,2,A,Spain,T,"5956,02",826bf729-f711-4275-9449-9ffbf9724d2f
VC-04737,B,03,USER 4737,"7746,34",USD,Y,05/31,604,4952,18,"3339,31",PT,Legacy note 4737,ADYEN,3.86,12352,5,B,USA,C,"345,83",afaa14c2-1f33-48f4-9aaa-df5fb878fb52
VC-04738,A,03,USER 4738,"8446,35",EUR,Y,02/28,532,7470,6,"1387,01",PT,Legacy note 4738,ADYEN,3.33,18674,2,A,Brazil,T,"4272,01",23453126-01d2-43fc-8089-3cccee665087
VC-04739,B,01,USER 4739,"5524,03",USD,Y,08/25,876,2945,37,"4003,22",BR,Legacy note 4739,PAYPAL,4.96,2141,3,A,USA,C,"7654,51",390d2f9e-3770-48b8-8e43-d945dda9c7b1
VC-04740,B,05,USER 4740,"6100,25",BRL,Y,09/34,396,7742,26,"4356,15",PT,Legacy note 4740,PAYPAL,1.46,10121,2,A,USA,C,"6442,40",d6e44c83-111e-4352-b556-fd85484acfba
VC-04741,B,02,USER 4741,"1439,84",EUR,Y,07/34,655,8816,24,"1565,14",PT,Legacy note 4741,PAYPAL,4.68,14872,4,B,Portugal,P,"836,83",564b42ab-91fd-41a3-8211-275130a7f178
VC-04742,A,03,USER 4742,"1914,35",EUR,N,08/27,873,9923,16,"1696,78",FR,Legacy note 4742,ADYEN,1.98,6690,1,B,France,P,"4558,78",f4f4f0c0-c301-43fa-87db-08d7d40676b8
VC-04743,B,01,USER 4743,"3058,04",EUR,Y,06/29,591,6257,3,"2057,69",US,Legacy note 4743,SQUARE,1.32,16930,3,A,Portugal,C,"7525,65",f9046684-cd1b-48c4-a051-37c04dc0c275
VC-04744,A,04,USER 4744,"6313,62",BRL,Y,01/35,184,7015,39,"3475,72",PT,Legacy note 4744,STRIPE,4.97,8226,5,B,USA,C,"8859,81",d4042f34-ee13-474c-b9ed-ebc813ed82c1
VC-04745,A,05,USER 4745,"613,71",BRL,Y,07/33,764,7078,9,"511,61",BR,Legacy note 4745,STRIPE,1.98,13144,1,A,France,C,"3240,56",7755e91d-759b-46e1-a697-b21d8480b230
VC-04746,B,05,USER 4746,"2755,65",USD,Y,07/26,989,7971,9,"1909,10",BR,Legacy note 4746,ADYEN,2.46,17158,4,A,Brazil,P,"3698,13",59a9e482-e06e-4a92-a01d-41489ea54a48
VC-04747,A,01,USER 4747,"5864,65",BRL,Y,10/31,454,1054,4,"1695,81",ES,Legacy note 4747,PAYPAL,1.76,19501,2,B,France,C,"7951,96",faf26bee-930e-4e21-ac35-bd6c5dd170a4
VC-04748,B,04,USER 4748,"4932,54",BRL,Y,10/33,981,3234,42,"1764,31",US,Legacy note 4748,SQUARE,4.15,16592,3,A,USA,P,"7219,49",c0651e9a-7594-4a44-8cbf-5048c725ad50
VC-04749,A,05,USER 4749,"1515,83",BRL,N,04/34,129,5180,33,"4528,10",PT,Legacy note 4749,PAYPAL,4.26,11148,2,A,USA,P,"4330,82",18f6d02f-6fbd-4036-ad40-3491a3bb17ec
VC-04750,A,03,USER 4750,"1365,13",BRL,N,08/35,330,1371,48,"617,66",BR,Legacy note 4750,STRIPE,4.70,6365,2,B,Brazil,C,"4761,63",d5e03ba5-5cd4-4e4f-9fc8-18b359d184ab
VC-04751,B,01,USER 4751,"8784,51",EUR,Y,05/35,738,3055,36,"2319,52",BR,Legacy note 4751,ADYEN,4.94,15917,3,A,France,C,"9762,99",12427437-4b6c-4b28-810e-f6640a10aecc
VC-04752,A,02,USER 4752,"9856,02",BRL,Y,09/25,265,3716,10,"4287,77",US,Legacy note 4752,STRIPE,0.97,13462,3,B,USA,C,"2586,05",7972ba22-17a5-4030-8de8-d92e9f79c0cb
VC-04753,A,02,USER 4753,"9669,42",USD,Y,07/30,532,8000,3,"4455,41",US,Legacy note 4753,STRIPE,4.59,505,2,B,France,C,"7633,80",2a94f8c3-b01a-4b58-9e08-00ce54040f7e
VC-04754,A,02,USER 4754,"5220,04",BRL,N,11/33,849,9823,17,"1952,28",BR,Legacy note 4754,ADYEN,4.53,9033,3,B,France,T,"9112,93",dd2f08bb-ada8-43fa-8092-1e9295f42cd2
VC-04755,B,04,USER 4755,"8369,35",BRL,Y,10/27,215,6178,21,"4731,63",PT,Legacy note 4755,PAYPAL,2.40,4191,2,B,France,C,"3485,92",5663ff84-788a-4cbc-b5ca-480aa38929fe
VC-04756,B,03,USER 4756,"2524,05",EUR,Y,01/33,814,1567,12,"106,96",ES,Legacy note 4756,STRIPE,1.92,17818,2,B,USA,P,"502,49",dc36f6b8-d71e-458a-bb24-da6cabb633fe
VC-04757,A,03,USER 4757,"5247,30",EUR,N,07/31,456,6812,34,"1548,06",US,Legacy note 4757,PAYPAL,1.39,4237,2,A,Spain,P,"30,97",9475cb7d-13b9-48d8-b472-203642053474
VC-04758,A,02,USER 4758,"1733,91",EUR,Y,11/35,906,1983,44,"3223,17",BR,Legacy note 4758,PAYPAL,2.29,10394,2,B,Portugal,T,"9035,69",d44d92c3-368b-46ab-b629-07e3b9311a74
VC-04759,B,03,USER 4759,"5532,43",BRL,N,08/35,747,9370,32,"4759,33",FR,Legacy note 4759,PAYPAL,4.90,3001,3,A,Brazil,C,"3312,39",2d475b4e-8e69-4b1f-9c39-32e9a46ed93d
VC-04760,B,04,USER 4760,"3549,81",USD,Y,05/33,501,3137,2,"3840,18",BR,Legacy note 4760,STRIPE,3.26,13610,3,B,Brazil,C,"4532,55",b489c7fe-b613-4c6c-9718-ed0858928cc8
VC-04761,A,01,USER 4761,"4449,72",BRL,Y,06/25,675,9170,42,"708,92",US,Legacy note 4761,PAYPAL,1.30,10839,4,A,France,C,"2681,49",1ed9146d-61ed-4140-a06f-5c956a46ec4e
VC-04762,A,01,USER 4762,"4558,06",USD,Y,07/34,891,7362,46,"2664,79",ES,Legacy note 4762,SQUARE,2.25,17210,2,B,USA,T,"7010,20",995ad271-e879-4a22-918d-7e2e50d94987
VC-04763,B,04,USER 4763,"1770,19",BRL,N,10/33,524,9990,45,"657,41",FR,Legacy note 4763,ADYEN,3.15,15716,2,A,Spain,T,"7168,42",40ea6291-f053-44fe-9823-828d6a3ea8a9
VC-04764,A,03,USER 4764,"929,17",EUR,N,03/26,286,6737,42,"3916,05",US,Legacy note 4764,SQUARE,3.67,16564,5,A,Spain,P,"9172,67",ddb7d75f-e4f0-46bd-914c-8551fdc4f3ad
VC-04765,A,05,USER 4765,"7180,98",BRL,Y,11/31,524,3268,5,"175,98",BR,Legacy note 4765,STRIPE,2.90,6370,2,B,France,T,"4194,52",9ef1ad26-b391-48d5-9931-ac8b65cdfcae
VC-04766,B,01,USER 4766,"8808,65",EUR,N,05/25,497,2358,39,"2255,30",ES,Legacy note 4766,SQUARE,4.79,12672,2,A,France,C,"6945,98",e9588a73-212c-4c94-8a18-27629775103c
VC-04767,B,02,USER 4767,"9011,52",USD,N,07/33,464,3726,50,"1057,96",US,Legacy note 4767,ADYEN,2.55,11931,2,A,Portugal,C,"4968,68",400b51a9-231d-4772-a5c5-512c0d272141
VC-04768,B,02,USER 4768,"3923,79",BRL,Y,05/27,311,2622,27,"1530,36",FR,Legacy note 4768,ADYEN,3.25,12450,3,A,Portugal,T,"9632,58",65c305e3-00e1-45d5-80d9-b32ba3c61856
VC-04769,B,05,USER 4769,"8663,44",EUR,N,01/34,350,2684,43,"255,74",US,Legacy note 4769,PAYPAL,0.89,4894,1,A,Brazil,P,"4207,07",8ef13202-1df4-4f46-a0c0-973e70f6d5e4
VC-04770,B,05,USER 4770,"6228,96",EUR,Y,08/25,161,4960,1,"311,93",FR,Legacy note 4770,PAYPAL,3.12,9461,3,A,Portugal,P,"6583,60",6cd428b9-a391-4bab-a9cd-9c42bac8d45d
VC-04771,B,05,USER 4771,"9377,97",BRL,N,04/30,438,2033,1,"4978,96",BR,Legacy note 4771,SQUARE,2.10,14712,5,A,Brazil,C,"5463,04",225d4c6b-7b69-47a6-9b01-cd1ea88dc4a9
VC-04772,A,02,USER 4772,"2819,01",BRL,N,09/32,141,2958,48,"5000,66",PT,Legacy note 4772,STRIPE,3.83,2895,1,A,Portugal,T,"2339,93",a7f01b2b-4730-4b18-8b61-3712de739450
VC-04773,A,01,USER 4773,"9027,57",USD,N,10/27,488,3011,38,"3545,22",ES,Legacy note 4773,SQUARE,1.58,19808,1,A,Spain,C,"351,60",c1fc91d5-3211-48d0-9840-c31ff02ff447
VC-04774,A,04,USER 4774,"7431,71",BRL,N,07/26,967,9067,4,"3596,58",FR,Legacy note 4774,STRIPE,3.62,6893,2,A,Spain,C,"2936,71",bf73a576-fee4-49b9-9074-d7e59cbb346f
VC-04775,A,04,USER 4775,"4445,10",EUR,Y,03/34,684,5205,36,"2675,23",FR,Legacy note 4775,ADYEN,0.97,12718,1,B,France,P,"5666,52",24d9f2fd-5c92-49d4-ac9f-c2c5d344a21e
VC-04776,A,01,USER 4776,"7157,87",USD,Y,09/35,210,8891,11,"2476,51",US,Legacy note 4776,STRIPE,4.05,16697,5,A,USA,C,"627,34",ce870d1d-cfa3-482c-b574-6dff4f6d0118
VC-04777,B,05,USER 4777,"6340,17",EUR,N,12/28,476,5291,41,"2801,55",US,Legacy note 4777,ADYEN,0.80,8633,4,B,Brazil,P,"8606,35",1f904df2-71ee-4e96-b9d8-199fc2d1c289
VC-04778,B,05,USER 4778,"4758,51",USD,Y,04/31,946,5316,32,"4813,59",FR,Legacy note 4778,STRIPE,2.75,18111,5,A,France,T,"4859,99",ba40a684-4d90-4fce-bab7-c639c670cd9f
VC-04779,A,05,USER 4779,"9626,77",BRL,N,09/33,969,8587,21,"1457,15",PT,Legacy note 4779,ADYEN,4.30,15302,1,A,France,P,"7191,66",9acf2201-6ad5-47f2-851c-e2695173e292
VC-04780,B,01,USER 4780,"8264,29",BRL,Y,04/30,586,3911,7,"844,52",PT,Legacy note 4780,SQUARE,4.72,16502,5,A,USA,T,"3066,07",ce4c1b28-cd4e-4437-9e29-36dc371cf253
VC-04781,A,05,USER 4781,"467,60",USD,N,01/28,268,3334,36,"3287,81",FR,Legacy note 4781,SQUARE,0.91,3882,2,B,France,C,"3076,40",fd36418d-d060-4d05-926d-b28b75c6aa86
VC-04782,A,02,USER 4782,"6230,92",EUR,N,07/26,825,3151,41,"2026,60",BR,Legacy note 4782,ADYEN,2.34,6412,5,A,USA,P,"6282,35",20932ac0-2493-441a-a09c-5ae2d749e0b0
VC-04783,A,03,USER 4783,"1284,10",EUR,Y,11/29,420,7675,37,"4570,67",BR,Legacy note 4783,SQUARE,1.84,18998,3,B,USA,P,"4948,12",7da6b605-4bf6-47d2-80cc-aa9b84977baa
VC-04784,B,05,USER 4784,"6005,70",USD,N,07/27,959,5957,21,"5000,98",FR,Legacy note 4784,ADYEN,2.08,11848,1,A,Brazil,T,"5483,82",55e4216a-3696-4c63-acfe-1ce8912c3fbf
VC-04785,B,04,USER 4785,"9053,77",EUR,N,02/28,592,3601,32,"2905,49",BR,Legacy note 4785,STRIPE,0.69,4926,4,A,Portugal,C,"4765,77",6fdeedcf-71b6-495c-8f9f-0c7bf6245903
VC-04786,B,02,USER 4786,"9658,72",BRL,Y,04/30,681,8111,13,"783,14",PT,Legacy note 4786,ADYEN,4.31,2247,1,B,Portugal,T,"5993,88",416eacd4-b3c6-43a3-806c-1bf3d9154a02
VC-04787,B,03,USER 4787,"8481,55",BRL,Y,10/33,560,4903,17,"3926,93",US,Legacy note 4787,ADYEN,2.03,9062,5,A,USA,C,"7269,71",06769d79-fe8e-4d9d-9ed3-745a028dd6ea
VC-04788,A,05,USER 4788,"6056,02",USD,N,12/29,259,3803,36,"1504,86",BR,Legacy note 4788,ADYEN,1.61,8012,2,A,France,P,"5434,92",32a2a13b-2898-40bf-ad94-f60062135395
VC-04789,A,01,USER 4789,"6326,92",EUR,Y,02/35,505,3253,49,"4993,15",PT,Legacy note 4789,PAYPAL,4.08,19073,5,A,Brazil,T,"4546,79",0e3545ad-89b1-43c6-bf2f-a6f957f067ef
VC-04790,A,01,USER 4790,"671,07",BRL,Y,09/27,384,7306,6,"1720,78",ES,Legacy note 4790,STRIPE,4.95,10957,3,A,Spain,T,"554,24",db5a9c11-53ab-4f10-8532-dd28bd285800
VC-04791,B,04,USER 4791,"3832,57",EUR,Y,03/30,256,9194,14,"4217,55",FR,Legacy note 4791,PAYPAL,0.96,5527,4,A,USA,C,"6219,90",e9b9170a-d2b9-422c-908d-c422aafcee5c
VC-04792,B,04,USER 4792,"9270,38",BRL,Y,08/31,148,8502,44,"4363,79",US,Legacy note 4792,PAYPAL,2.97,6112,3,B,France,P,"4147,92",96f16d49-fc4b-4a99-b402-1f7e54ec0e2e
VC-04793,B,02,USER 4793,"3678,87",BRL,Y,05/26,671,3544,42,"2747,03",US,Legacy note 4793,ADYEN,1.20,1055,4,B,USA,P,"3125,14",c8051685-3ebf-432f-9463-b4aff45c9595
VC-04794,B,03,USER 4794,"4066,02",EUR,Y,10/35,164,3703,38,"2686,61",PT,Legacy note 4794,SQUARE,4.01,7622,1,B,France,C,"3994,30",4368fa2b-4dac-48d1-a13e-070db6621b90
VC-04795,A,04,USER 4795,"7055,68",BRL,N,07/25,295,7303,13,"4894,96",PT,Legacy note 4795,SQUARE,3.83,9453,4,A,USA,C,"4411,52",43478097-19e3-4445-8a7d-904d3a8090c0
VC-04796,A,04,USER 4796,"3388,53",USD,Y,12/27,638,8917,49,"2139,26",BR,Legacy note 4796,SQUARE,4.60,1608,3,B,USA,T,"202,06",c30d766b-a416-499d-950e-68bd353f4712
VC-04797,A,02,USER 4797,"2072,80",BRL,Y,05/35,971,5904,48,"1275,40",FR,Legacy note 4797,PAYPAL,4.45,967,5,A,Spain,P,"9637,64",b08380c9-490a-4732-a6d9-4d399b7984bd
VC-04798,B,03,USER 4798,"2545,85",BRL,Y,10/26,726,2366,39,"996,15",ES,Legacy note 4798,ADYEN,1.56,17653,2,B,USA,P,"1230,44",e95b72aa-eb0a-4690-bc47-8a8d5a2f9ce9
VC-04799,B,03,USER 4799,"3408,61",USD,N,12/25,186,4630,16,"2847,66",ES,Legacy note 4799,PAYPAL,2.51,7476,5,A,Brazil,P,"8715,12",5a2a3849-ce1d-40fa-9d95-68edaa5d009a
VC-04800,A,02,USER 4800,"651,31",USD,N,01/35,608,2030,12,"4059,07",US,Legacy note 4800,SQUARE,2.96,4311,2,B,France,P,"3378,69",e0bbd018-fb17-47ea-829e-55aaef62693c
VC-04801,B,03,USER 4801,"6349,03",USD,Y,02/30,911,6031,25,"1806,13",FR,Legacy note 4801,ADYEN,4.08,10952,5,B,USA,T,"3360,38",6038bb55-4dd6-44f8-b3c9-107452a2a4f2
VC-04802,B,05,USER 4802,"7298,90",USD,N,09/32,563,3454,45,"3475,40",PT,Legacy note 4802,SQUARE,2.66,2755,3,B,Spain,C,"1452,98",1b21e621-6d16-4e26-a86d-591ad85fbfed
VC-04803,A,02,USER 4803,"8383,76",USD,Y,09/28,486,9622,47,"4572,84",US,Legacy note 4803,STRIPE,4.73,3943,4,B,Spain,P,"8450,87",9eaa051a-d1b4-4856-8ba9-1ba56bbb62aa
VC-04804,A,04,USER 4804,"5873,05",BRL,N,04/34,903,7165,45,"3711,63",US,Legacy note 4804,STRIPE,3.49,17436,5,B,USA,P,"518,08",26516cc1-a41a-4e09-937c-bead758a5509
VC-04805,B,05,USER 4805,"8334,65",EUR,N,11/35,503,3777,7,"3203,87",ES,Legacy note 4805,STRIPE,4.63,8093,2,B,Spain,C,"9763,72",1ef0e3ac-ae24-4901-926b-455d9eae50ef
VC-04806,B,04,USER 4806,"3282,16",USD,N,11/34,630,3324,44,"4040,76",ES,Legacy note 4806,SQUARE,4.18,5852,4,A,Portugal,P,"7924,46",c9eef974-9a55-4877-97bd-3e638510835e
VC-04807,B,02,USER 4807,"8164,26",USD,N,07/26,102,1249,9,"4911,50",BR,Legacy note 4807,ADYEN,4.47,10266,4,B,Spain,T,"9007,58",95200f4b-81c8-4b44-ab98-3bc4255aae81
VC-04808,B,05,USER 4808,"6982,33",USD,Y,06/26,615,6455,28,"3239,82",BR,Legacy note 4808,ADYEN,1.87,8759,4,B,Spain,C,"2498,36",7f8faea1-a7ff-4569-af63-5baee8e34127
VC-04809,B,04,USER 4809,"4194,63",EUR,N,08/32,211,8844,22,"4780,57",US,Legacy note 4809,ADYEN,2.42,13811,2,B,Portugal,P,"8884,49",cdd316eb-268b-427d-83a8-c776ca4b1897
VC-04810,B,05,USER 4810,"382,99",USD,Y,03/34,625,3118,45,"2279,63",BR,Legacy note 4810,SQUARE,1.86,9012,2,B,USA,P,"1642,13",907be86c-4636-4cda-b54a-fa0fb62e7dc4
VC-04811,B,01,USER 4811,"3739,42",BRL,N,04/26,523,7602,46,"1487,87",PT,Legacy note 4811,STRIPE,0.89,15152,2,A,Brazil,P,"3975,85",230994e6-7511-455b-989e-0ed54f9a4678
VC-04812,A,02,USER 4812,"689,45",BRL,N,08/31,564,8792,9,"1083,99",ES,Legacy note 4812,SQUARE,0.69,11530,4,B,France,P,"510,96",43fce974-eee4-4ab1-96b6-125a6ca86ebc
VC-04813,A,01,USER 4813,"7658,39",BRL,N,08/29,397,3129,50,"1324,83",FR,Legacy note 4813,STRIPE,2.45,17081,2,A,Portugal,C,"1494,81",96186ee6-44ec-4636-a585-850a2a54d3ed
VC-04814,A,03,USER 4814,"9071,22",BRL,Y,02/33,351,8558,31,"2977,65",BR,Legacy note 4814,STRIPE,2.65,11547,5,A,Spain,C,"8689,40",385727e6-3b29-4c69-aefd-ebd6a239b111
VC-04815,B,01,USER 4815,"432,27",USD,N,09/28,865,6424,15,"1096,71",ES,Legacy note 4815,ADYEN,0.51,6134,4,B,USA,P,"4646,93",2eba0883-0272-4569-af6d-4fc898e72fa4
VC-04816,A,05,USER 4816,"7348,08",USD,N,03/25,807,6852,25,"1192,09",PT,Legacy note 4816,STRIPE,0.73,14737,4,A,Portugal,P,"9075,49",5dec5010-4422-421c-92b3-21d371d5a2b4
